job_title	skill	type
assistant video and motion picture director	manage budgets	skill
assistant video and motion picture director	consult with production director	skill
assistant video and motion picture director	handle paperwork	skill
assistant video and motion picture director	manage staff	skill
assistant video and motion picture director	coordinate transportation	skill
assistant video and motion picture director	coordinate rehearsals	skill
assistant video and motion picture director	develop project schedule	skill
assistant video and motion picture director	collaborate with a technical staff in artistic productions	skill
assistant video and motion picture director	apply organisational techniques	skill
assistant video and motion picture director	analyse goal progress	skill
fact checker	search engines	knowledge
fact checker	proofread text	skill
fact checker	consult information sources	skill
fact checker	read articles	skill
fact checker	search databases	skill
fact checker	develop professional network	skill
fact checker	read manuscripts	skill
fact checker	communicate by telephone	skill
fact checker	scientific research methodology	knowledge
fact checker	perform background research on writing subject	skill
library assistant	maintain library equipment	skill
library assistant	manage library users queries	skill
library assistant	assess informational needs	skill
library assistant	maintain library inventory	skill
library assistant	analyse library users' queries	skill
library assistant	provide library information	skill
library assistant	organise library material	skill
library assistant	classify library materials	skill
library assistant	organise information	skill
library assistant	copyright legislation	knowledge
library assistant	instruct library users	skill
library assistant	display library material	skill
executive assistant	translate keywords into full texts	skill
executive assistant	perform business research	skill
executive assistant	coordinate events	skill
executive assistant	organise travel arrangements for staff	skill
executive assistant	use different communication channels	skill
executive assistant	process commissioned instructions	skill
executive assistant	manage office facility systems	skill
executive assistant	use office systems	skill
executive assistant	manage personnel agenda	skill
executive assistant	disseminate messages to people	skill
executive assistant	apply information security policies	skill
executive assistant	observe confidentiality	skill
executive assistant	fix meetings	skill
executive assistant	perform clerical duties	skill
executive assistant	communicate schedules to the people concerned	skill
executive assistant	build business relationships	skill
executive assistant	maintain register of shareholders	skill
executive assistant	draft corporate emails	skill
executive assistant	liaise with managers	skill
executive assistant	company policies	knowledge
management assistant	perform business research	skill
management assistant	disseminate internal communications	skill
management assistant	coordinate events	skill
management assistant	maintain internal communication systems	skill
management assistant	use different communication channels	skill
management assistant	process commissioned instructions	skill
management assistant	support managers	skill
management assistant	use office systems	skill
management assistant	disseminate messages to people	skill
management assistant	fix meetings	skill
management assistant	write work-related reports	skill
management assistant	perform clerical duties	skill
management assistant	liaise with board members	skill
management assistant	build business relationships	skill
management assistant	draft corporate emails	skill
management assistant	liaise with managers	skill
management assistant	company policies	knowledge
merchandiser	assess visual impact of displays	skill
merchandiser	plan retail space	skill
merchandiser	negotiate with suppliers for visual material	skill
merchandiser	maintain relationship with customers	skill
merchandiser	carry out cross merchandising	skill
merchandiser	carry out sales analysis	skill
merchandiser	maintain relationship with suppliers	skill
merchandiser	merchandising techniques	knowledge
merchandiser	negotiate terms with suppliers	skill
merchandiser	stock shelves	skill
merchandiser	visit manufacturers	skill
merchandiser	meet deadlines	skill
merchandiser	maximise sales revenues	skill
merchandiser	check price accuracy on the shelf	skill
merchandiser	keep records of merchandise delivery	skill
merchandiser	monitor merchandise delivery	skill
merchandiser	carry out stock rotation	skill
merchandiser	keep promotions records	skill
merchandiser	monitor stock movement	skill
merchandiser	execute visual presentation changes	skill
merchandiser	have computer literacy	skill
merchandiser	supervise merchandise displays	skill
merchandiser	sales strategies	knowledge
merchandiser	show diplomacy	skill
merchandiser	interpret floor plans	skill
merchandiser	negotiate buying conditions	skill
merchandiser	perform market research	skill
nurse assistant	hygiene in a health care setting	knowledge
nurse assistant	respond to changing situations in health care	skill
nurse assistant	provide professional care in nursing	skill
nurse assistant	contribute to continuity of health care	skill
nurse assistant	health care legislation	knowledge
nurse assistant	empathise with the healthcare user	skill
nurse assistant	provide basic support to patients	skill
nurse assistant	identify abnormalities	skill
nurse assistant	implement fundamentals of nursing	skill
nurse assistant	disability care	knowledge
nurse assistant	support nurses	skill
nurse assistant	communicate with nursing staff	skill
nurse assistant	plan nursing care	skill
nurse assistant	communicate effectively in healthcare	skill
nurse assistant	follow clinical guidelines	skill
nurse assistant	apply person-centred care	skill
nurse assistant	person centred care	knowledge
nurse assistant	advise on healthcare users' informed consent	skill
nurse assistant	nursing principles	knowledge
nurse assistant	comply with quality standards related to healthcare practice	skill
nurse assistant	comply with legislation related to health care	skill
nurse assistant	listen actively	skill
nurse assistant	apply nursing care in long-term care	skill
nurse assistant	solve problems in healthcare	skill
nurse assistant	apply health sciences	skill
nurse assistant	address problems critically	skill
nurse assistant	work with nursing staff	skill
nurse assistant	promote inclusion	skill
nurse assistant	interact with healthcare users	skill
nurse assistant	ensure safety of healthcare users	skill
nurse assistant	monitor basic patients signs	skill
nurse assistant	nursing science	knowledge
nurse assistant	apply sustainability principles in health care	skill
nurse assistant	work in multidisciplinary health teams	skill
nurse assistant	first aid	knowledge
nurse assistant	accept own accountability	skill
nurse assistant	implement nursing care	skill
deputy head teacher	cooperate with education professionals	skill
deputy head teacher	assist in the organisation of school events	skill
deputy head teacher	guarantee students' safety	skill
deputy head teacher	supervise educational staff	skill
deputy head teacher	provide education management support	skill
deputy head teacher	curriculum standards	knowledge
deputy head teacher	education law	knowledge
deputy head teacher	maintain students' discipline	skill
deputy head teacher	monitor educational developments	skill
deputy head teacher	provide feedback to teachers	skill
deputy head teacher	project management	knowledge
deputy head teacher	write work-related reports	skill
deputy head teacher	pedagogy	knowledge
deputy head teacher	communicate with youth	skill
deputy head teacher	present reports	skill
deputy head teacher	curriculum objectives	knowledge
deputy head teacher	education administration	knowledge
assistant lecturer	cooperate with education professionals	skill
assistant lecturer	guarantee students' safety	skill
assistant lecturer	use data processing techniques	skill
assistant lecturer	interpret current data	skill
assistant lecturer	prepare lesson content	skill
assistant lecturer	monitor developments in field of expertise	skill
assistant lecturer	assessment processes	knowledge
assistant lecturer	teach university class	skill
assistant lecturer	perform scientific research	skill
assistant lecturer	apply teaching strategies	skill
assistant lecturer	assess students	skill
assistant lecturer	apply scientific methods	skill
assistant lecturer	analyse test data	skill
assistant lecturer	provide teacher support	skill
assistant lecturer	investigation research methods	knowledge
assistant lecturer	give constructive feedback	skill
assistant lecturer	write scientific papers	skill
assistant lecturer	operate scientific measuring equipment	skill
assistant lecturer	perform classroom management	skill
assistant lecturer	provide assistance to lecturer	skill
assistant lecturer	provide lesson materials	skill
assistant lecturer	liaise with educational staff	skill
assistant lecturer	curriculum objectives	knowledge
assistant lecturer	develop course outline	skill
assistant clinical psychologist	apply psychological intervention strategies	skill
assistant clinical psychologist	psychological diagnostics	knowledge
assistant clinical psychologist	conduct psychological research	skill
assistant clinical psychologist	diagnosis of mental health issues	knowledge
assistant clinical psychologist	assist psychologist	skill
assistant clinical psychologist	work with patterns of psychological behaviour	skill
assistant clinical psychologist	conduct psychological assessement	skill
assistant clinical psychologist	identify mental health issues	skill
assistant clinical psychologist	therapy in health care	knowledge
assistant clinical psychologist	comply with quality standards related to healthcare practice	skill
assistant clinical psychologist	evaluation of psychological performance	knowledge
assistant clinical psychologist	comply with legislation related to health care	skill
assistant clinical psychologist	apply health sciences	skill
assistant clinical psychologist	adhere to organisational guidelines	skill
assistant clinical psychologist	assess the patient's therapeutic needs	skill
assistant clinical psychologist	psychological interventions	knowledge
assistant clinical psychologist	psychology	knowledge
assistant clinical psychologist	psychological concepts	knowledge
assistant clinical psychologist	apply context specific clinical competences	skill
assistant clinical psychologist	assess healthcare users' risk for harm	skill
assistant clinical psychologist	decide upon a psychotherapeutic approach	skill
assistant clinical psychologist	accept own accountability	skill
assistant clinical psychologist	psychiatry	knowledge
purchasing manager	identify suppliers	skill
purchasing manager	study sales levels of products	skill
purchasing manager	order supplies	skill
purchasing manager	manage budgets	skill
purchasing manager	maintain relationship with customers	skill
purchasing manager	strive for company growth	skill
purchasing manager	maintain relationship with suppliers	skill
purchasing manager	analyse logistic changes	skill
purchasing manager	coordinate purchasing activities	skill
purchasing manager	corporate social responsibility	knowledge
purchasing manager	negotiate sales contracts	skill
purchasing manager	quality standards	knowledge
purchasing manager	manage contracts	skill
purchasing manager	analyse supply chain strategies	skill
purchasing manager	assess supplier risks	skill
purchasing manager	manage inventory	skill
purchasing manager	analyse supply chain trends	skill
purchasing manager	supply chain principles	knowledge
purchasing manager	estimate costs of required supplies	skill
purchasing manager	issue sales invoices	skill
purchasing manager	liaise with managers	skill
purchasing manager	follow company standards	skill
purchasing manager	supply chain management	knowledge
purchasing manager	negotiate buying conditions	skill
purchasing manager	supplier management	knowledge
quantity surveyor	advise on construction materials	skill
quantity surveyor	oversee construction project	skill
quantity surveyor	urban planning law	knowledge
quantity surveyor	manage budgets	skill
quantity surveyor	communicate with construction crews	skill
quantity surveyor	identify customer objectives	skill
quantity surveyor	calculate needs for construction supplies	skill
quantity surveyor	calculate needs for construction supplies	skill
quantity surveyor	building codes	knowledge
quantity surveyor	building construction principles	knowledge
quantity surveyor	finish project within budget	skill
quantity surveyor	cost management	knowledge
quantity surveyor	prepare construction documents	skill
quantity surveyor	manage contracts	skill
quantity surveyor	order construction supplies	skill
quantity surveyor	perform cost accounting activities	skill
quantity surveyor	keep records of work progress	skill
quantity surveyor	control of expenses	skill
quantity surveyor	construction industry	knowledge
astronomer	carry out scientific research in observatory	skill
astronomer	execute analytical mathematical calculations	skill
astronomer	apply statistical analysis techniques	skill
astronomer	mathematics	knowledge
astronomer	perform scientific research	skill
astronomer	physics	knowledge
astronomer	apply scientific methods	skill
astronomer	statistics	knowledge
astronomer	gather experimental data	skill
astronomer	operate scientific measuring equipment	skill
astronomer	scientific research methodology	knowledge
astronomer	astronomy	knowledge
social worker	apply anti-oppressive practices	skill
social worker	provide social counselling	skill
social worker	social work theory	knowledge
social worker	involve service users and carers in care planning	skill
social worker	work within communities	skill
social worker	meet standards of practice in social services	skill
social worker	empower social service users	skill
social worker	apply quality standards in social services	skill
social worker	apply case management	skill
social worker	apply problem solving in social service	skill
social worker	apply crisis intervention	skill
social worker	legal requirements in the social sector	knowledge
social worker	protect vulnerable social service users	skill
social worker	contribute to protecting individuals from harm	skill
social worker	develop professional identity in social work	skill
social worker	work in partnership with social services users	skill
social worker	deliver social services in diverse cultural communities	skill
social worker	social sciences	knowledge
social worker	conduct interview in social service	skill
social worker	demonstrate leadership in social service cases	skill
social worker	communicate professionally with colleagues in other fields	skill
social worker	follow health and safety precautions in social care practices	skill
social worker	plan social service process	skill
social worker	promote social change	skill
social worker	advocate for social service users	skill
social worker	prevent social problems	skill
social worker	make legislation transparent for users of social services	skill
social worker	negotiate with social service users	skill
social worker	promote service users' rights	skill
social worker	apply person-centred care	skill
social worker	assess social service users' situation	skill
social worker	handle conflicts	skill
social worker	relate empathetically	skill
social worker	listen actively	skill
social worker	manage social crisis	skill
social worker	manage ethical issues within social services	skill
social worker	review social service plan	skill
social worker	apply decision making within social work	skill
social worker	adhere to organisational guidelines	skill
social worker	apply holistic approach within social services	skill
social worker	delegate activities	skill
social worker	work in a multicultural environment in health care	skill
social worker	address problems critically	skill
social worker	apply socially just working principles	skill
social worker	promote inclusion	skill
social worker	maintain records of work with service users	skill
social worker	develop professional network	skill
social worker	reflect on practice	skill
social worker	negotiate with social service stakeholders	skill
social worker	report on social development	skill
social worker	undertake continuous professional development in social work	skill
social worker	have computer literacy	skill
social worker	tolerate stress	skill
social worker	apply organisational techniques	skill
social worker	refer social service users	skill
social worker	organise social work packages	skill
social worker	communicate with social service users	skill
social worker	social justice	knowledge
social worker	consider social impact of actions on service users	skill
social worker	cooperate at inter-professional level	skill
social worker	company policies	knowledge
social worker	accept own accountability	skill
social worker	manage stress in organisation	skill
social worker	build helping relationship with social service users	skill
professional athlete	participate in sport events	skill
professional athlete	implement relevant tactical skills to perform at the highest level in sport	skill
professional athlete	adapt lifestyle to perform at the highest level in sport	skill
professional athlete	implement relevant technical skills to perform at the highest level in sport	skill
professional athlete	develop strong attitudes in sports	skill
professional athlete	manage sporting career	skill
professional athlete	apply sport games rules	skill
professional athlete	assess performance in sport events	skill
professional athlete	work to develop physical ability to perform at the highest level in sport	skill
au pair	workplace sanitation	knowledge
au pair	assist children with homework	skill
au pair	entertain people	skill
au pair	prepare sandwiches	skill
au pair	handle chemical cleaning agents	skill
au pair	promote human rights	skill
au pair	assist in children's development of basic personal skills	skill
au pair	play with children	skill
au pair	communicate with youth	skill
au pair	give constructive feedback	skill
au pair	attend to children's basic physical needs	skill
au pair	maintain relations with children's parents	skill
au pair	supervise children	skill
nanny	workplace sanitation	knowledge
nanny	manage children's problems	skill
nanny	assist children with homework	skill
nanny	assess the development of youth	skill
nanny	support the positiveness of youths	skill
nanny	handle chemical cleaning agents	skill
nanny	promote human rights	skill
nanny	clean surfaces	skill
nanny	common children's diseases	knowledge
nanny	assist in children's development of basic personal skills	skill
nanny	play with children	skill
nanny	support children's wellbeing	skill
nanny	communicate with youth	skill
nanny	attend to children's basic physical needs	skill
nanny	maintain relations with children's parents	skill
nanny	supervise children	skill
recording studio technician	work ergonomically	skill
recording studio technician	set up sound equipment	skill
recording studio technician	acoustics	knowledge
recording studio technician	prevent undesired changes to sound design	skill
recording studio technician	assess power needs	skill
recording studio technician	de-rig electronic equipment	skill
recording studio technician	operate an audio mixing console	skill
recording studio technician	assess sound quality	skill
recording studio technician	record multi-track sound	skill
recording studio technician	operate audio equipment	skill
recording studio technician	use audio reproduction software	skill
recording studio technician	edit recorded sound	skill
recording studio technician	audio editing software	knowledge
recording studio technician	plan a recording	skill
recording studio technician	document your own practice	skill
recording studio technician	use technical documentation	skill
recording studio technician	keep up with trends	skill
recording studio technician	health and safety regulations	knowledge
sound editor	follow work schedule	skill
sound editor	consult with production director	skill
sound editor	personal directing styles	knowledge
sound editor	musical genres	knowledge
sound editor	structure soundtrack	skill
sound editor	finish project within budget	skill
sound editor	synchronise sound with images	skill
sound editor	analyse a script	skill
sound editor	search databases	skill
sound editor	follow directions of the artistic director	skill
sound editor	coordinate music with scenes	skill
sound editor	edit recorded sound	skill
sound editor	attend music recording sessions	skill
sound editor	audio editing software	knowledge
sound editor	musical theory	knowledge
sound editor	copyright legislation	knowledge
audio production technician	work ergonomically	skill
audio production technician	understand artistic concepts	skill
audio production technician	acoustics	knowledge
audio production technician	musical instruments	knowledge
audio production technician	assess power needs	skill
audio production technician	perform technical sound check	skill
audio production technician	fit up sound on stage	skill
audio production technician	use personal protection equipment	skill
audio production technician	pack electronic equipment	skill
audio production technician	adapt to artists' creative demands	skill
audio production technician	perform soundchecks	skill
audio production technician	perform soundchecks	skill
audio production technician	de-rig electronic equipment	skill
audio production technician	prepare personal work environment	skill
audio production technician	technically design a sound system	skill
audio production technician	operate an audio mixing console	skill
audio production technician	manage personal professional development	skill
audio production technician	work safely with mobile electrical systems under supervision	skill
audio production technician	work with respect for own safety	skill
audio production technician	maintain sound equipment	skill
audio production technician	set up sound reinforcement system	skill
audio production technician	keep up with trends	skill
audio production technician	set up equipment in a timely manner	skill
audio production technician	provide power distribution	skill
audio production technician	follow safety procedures when working at heights	skill
audio production technician	tune up wireless audio systems	skill
audio-visual technician	transfer uncut audiovisual material to computer	skill
audio-visual technician	maintain electrical equipment	skill
audio-visual technician	operate video equipment	skill
audio-visual technician	maintain audiovisual equipment	skill
audio-visual technician	adapt to type of media	skill
audio-visual technician	operate audio equipment	skill
audio-visual technician	maintain electronic equipment	skill
audio-visual technician	apply health and safety standards	skill
audio-visual technician	plan audiovisual recording	skill
theatre technician	draw up artistic production	skill
theatre technician	operate follow spots	skill
theatre technician	follow time cues	skill
theatre technician	set up technical stage equipment	skill
theatre technician	draw up lighting plan	skill
theatre technician	distribute control signals	skill
theatre technician	fit up sound on stage	skill
theatre technician	operate stage movement control system	skill
theatre technician	de-rig electronic equipment	skill
theatre technician	install lighting	skill
theatre technician	operate an audio mixing console	skill
theatre technician	assemble performance equipment	skill
theatre technician	assemble the rehearsal set	skill
theatre technician	operate dimmer equipment	skill
theatre technician	adjust projector	skill
theatre technician	assemble scenic elements on stage	skill
theatre technician	dismantle the rehearsal set	skill
theatre technician	handle scenic elements during rehearsal	skill
theatre technician	modify scenic elements during performance	skill
theatre technician	set up follow spots	skill
theatre technician	assemble truss constructions	skill
theatre technician	set up equipment in a timely manner	skill
theatre technician	focus lighting equipment	skill
video technician	work ergonomically	skill
video technician	understand artistic concepts	skill
video technician	run a projection	skill
video technician	set up cameras	skill
video technician	use personal protection equipment	skill
video technician	pack electronic equipment	skill
video technician	adapt to artists' creative demands	skill
video technician	prepare personal work environment	skill
video technician	maintain audiovisual equipment	skill
video technician	adjust projector	skill
video technician	manage personal professional development	skill
video technician	work safely with mobile electrical systems under supervision	skill
video technician	work with respect for own safety	skill
video technician	set up projection equipment	skill
video technician	keep up with trends	skill
video technician	set up equipment in a timely manner	skill
video technician	follow safety procedures when working at heights	skill
biomedical engineer	engineering principles	knowledge
biomedical engineer	assess the feasibility of implementing developments	skill
biomedical engineer	execute analytical mathematical calculations	skill
biomedical engineer	adjust engineering designs	skill
biomedical engineer	mathematics	knowledge
biomedical engineer	medical devices materials	knowledge
biomedical engineer	perform scientific research	skill
biomedical engineer	genetics	knowledge
biomedical engineer	engineering processes	knowledge
biomedical engineer	apply scientific methods	skill
biomedical engineer	biology	knowledge
biomedical engineer	test procedures	knowledge
biomedical engineer	biomedical engineering	knowledge
biomedical engineer	collect biological data	skill
biomedical engineer	scientific research methodology	knowledge
biomedical engineer	develop test procedures	skill
biomedical engineer	approve engineering design	skill
audit supervisor	prepare audit activities	skill
audit supervisor	ensure continuous preparedness for audits	skill
audit supervisor	prepare financial auditing reports	skill
audit supervisor	financial statements	knowledge
audit supervisor	international financial reporting standards	knowledge
audit supervisor	interpret financial statements	skill
audit supervisor	audit techniques	knowledge
audit supervisor	internal auditing	knowledge
audit supervisor	analyse financial performance of a company	skill
audit supervisor	pose questions referring to documents	skill
audit supervisor	observe confidentiality	skill
audit supervisor	communicate problems to senior colleagues	skill
audit supervisor	arrange audit	skill
audit supervisor	supervise staff	skill
audit supervisor	national generally accepted accounting principles	knowledge
audit supervisor	tax legislation	knowledge
audit supervisor	corporate law	knowledge
audit supervisor	develop audit plan	skill
auditing clerk	prepare audit activities	skill
auditing clerk	ensure continuous preparedness for audits	skill
auditing clerk	process commissioned instructions	skill
auditing clerk	follow written instructions	skill
auditing clerk	audit techniques	knowledge
auditing clerk	conduct financial audits	skill
auditing clerk	identify accounting errors	skill
auditing clerk	pose questions referring to documents	skill
auditing clerk	observe confidentiality	skill
auditing clerk	fill out forms	skill
auditing clerk	write work-related reports	skill
auditing clerk	communicate problems to senior colleagues	skill
auditing clerk	perform clerical duties	skill
auditing clerk	build business relationships	skill
auditing clerk	adhere to questionnaires	skill
auditing clerk	liaise with managers	skill
auditing clerk	follow verbal instructions	skill
financial auditor	accounting department processes	knowledge
financial auditor	inspect tax returns	skill
financial auditor	control financial resources	skill
financial auditor	financial department processes	knowledge
financial auditor	prepare financial auditing reports	skill
financial auditor	interpret financial statements	skill
financial auditor	check accounting records	skill
financial auditor	obtain financial information	skill
financial auditor	accounting techniques	knowledge
financial auditor	economics	knowledge
financial auditor	conduct financial audits	skill
financial auditor	pose questions referring to documents	skill
financial auditor	observe confidentiality	skill
financial auditor	monitor banking activities	skill
financial auditor	arrange audit	skill
financial auditor	financial analysis	knowledge
financial auditor	accounting entries	knowledge
financial auditor	present reports	skill
financial auditor	corporate law	knowledge
financial auditor	analyse financial risk	skill
financial auditor	accounting	knowledge
financial auditor	develop audit plan	skill
writer	literature	knowledge
writer	publishing industry	knowledge
writer	write dialogues	skill
writer	consult information sources	skill
writer	types of literature genres	knowledge
writer	develop creative ideas	skill
writer	write storylines	skill
writer	writing techniques	knowledge
writer	select subject matter	skill
writer	apply grammar and spelling rules	skill
writer	critically reflect on artistic production processes	skill
writer	spelling	knowledge
writer	use specific writing techniques	skill
writer	grammar	knowledge
writer	copyright legislation	knowledge
writer	publishing market	knowledge
writer	perform background research on writing subject	skill
automotive electrician	automotive diagnostic equipment	knowledge
automotive electrician	car controls	knowledge
automotive electrician	repair vehicle's electrical equipment	skill
automotive electrician	troubleshoot	skill
automotive electrician	vehicle electrical systems	knowledge
automotive electrician	types of vehicles	knowledge
automotive electrician	perform test run	skill
automotive electrician	use automotive diagnostic equipment	skill
automotive electrician	follow zoo safety precautions	skill
automotive electrician	use specialised tools in electric repairs	skill
automotive electrician	wear appropriate protective gear	skill
automotive electrician	read standard blueprints	skill
automotive electrician	mechanics of motor vehicles	knowledge
automotive electrician	install automotive electrical equipment	skill
automotive electrician	install car electronics	skill
automotive electrician	electronics	knowledge
automotive electrician	perform vehicle diagnostic procedures	skill
automotive electrician	electricity	knowledge
automotive electrician	fasten components	skill
automotive electrician	use technical documentation	skill
automotive electrician	electrical wiring plans	knowledge
automotive electrician	apply health and safety standards	skill
automotive electrician	perform manual work autonomously	skill
automotive electrician	inspect for faults in the vehicle's electric system	skill
automotive electrician	carry out improvised vehicle repairs	skill
automotive electrician	mechanics	knowledge
mining electrician	electrical mine machinery manuals	knowledge
mining electrician	test mine equipment	skill
mining electrician	troubleshoot	skill
mining electrician	maintain records of mining operations	skill
mining electrician	electronics	knowledge
mining electrician	communicate mine equipment information	skill
mining electrician	train operators in using mine machinery	skill
mining electrician	electricity	knowledge
mining electrician	install electrical mining machinery	skill
mining electrician	report mine machinery repairs	skill
mining electrician	conduct inter-shift communication	skill
mining electrician	maintain electrical mine machinery	skill
vehicle technician	follow control of substances hazardous to health procedures	skill
vehicle technician	maintain vehicle records	skill
vehicle technician	automotive diagnostic equipment	knowledge
vehicle technician	car controls	knowledge
vehicle technician	position vehicles for maintenance and repair	skill
vehicle technician	emission standards	knowledge
vehicle technician	vehicle electrical systems	knowledge
vehicle technician	repair vehicle electrical systems	skill
vehicle technician	types of vehicles	knowledge
vehicle technician	think analytically	skill
vehicle technician	mechanical requirements for vehicles in urban areas	knowledge
vehicle technician	diagnose problems with vehicles	skill
vehicle technician	principles of mechanical engineering	knowledge
vehicle technician	maintain work area cleanliness	skill
vehicle technician	mechanical components of vehicles	knowledge
vehicle technician	use automotive diagnostic equipment	skill
vehicle technician	follow zoo safety precautions	skill
vehicle technician	perform technical tasks with great care	skill
vehicle technician	adapt to new technology used in cars	skill
vehicle technician	adapt to new technology used in cars	skill
vehicle technician	wear appropriate protective gear	skill
vehicle technician	carry out repair of vehicles	skill
vehicle technician	identify customer's needs	skill
vehicle technician	health and safety measures in transportation	knowledge
vehicle technician	perform road testing	skill
vehicle technician	maintain updated professional knowledge	skill
vehicle technician	teamwork principles	knowledge
vehicle technician	follow given instructions	skill
vehicle technician	provide customer information related to repairs	skill
vehicle technician	carry out repairs and maintenance of vehicle bodies	skill
vehicle technician	components of air conditioning systems	knowledge
vehicle technician	use traditional toolbox tools	skill
vehicle technician	perform vehicle tests	skill
vehicle technician	apply health and safety standards	skill
vehicle technician	perform manual work autonomously	skill
vehicle technician	mechanics	knowledge
vehicle electronics installer	electronic and telecommunication equipment	knowledge
vehicle electronics installer	perform technical tasks with great care	skill
vehicle electronics installer	use specialised tools in electric repairs	skill
vehicle electronics installer	maintain audiovisual equipment	skill
vehicle electronics installer	ensure compliance with warranty contracts	skill
vehicle electronics installer	install automotive electrical equipment	skill
vehicle electronics installer	install car electronics	skill
vehicle electronics installer	operate audio equipment	skill
vehicle electronics installer	electrical wiring plans	knowledge
vehicle electronics installer	apply health and safety standards	skill
driving instructor	guarantee students' safety	skill
driving instructor	control the performance of the vehicle	skill
driving instructor	monitor developments in field of expertise	skill
driving instructor	drive vehicles	skill
driving instructor	observe student's progress	skill
driving instructor	show consideration for student's situation	skill
driving instructor	road traffic laws	knowledge
driving instructor	diagnose problems with vehicles	skill
driving instructor	adapt teaching to student's capabilities	skill
driving instructor	mechanical components of vehicles	knowledge
driving instructor	apply teaching strategies	skill
driving instructor	adapt to new technology used in cars	skill
driving instructor	adapt to new technology used in cars	skill
driving instructor	ensure vehicle operability	skill
driving instructor	health and safety measures in transportation	knowledge
driving instructor	teach driving practices	skill
driving instructor	give constructive feedback	skill
driving instructor	interpret traffic signals	skill
driving instructor	park vehicles	skill
driving instructor	ensure vehicles are equipped with accessibility equipment	skill
driving instructor	assist students in their learning	skill
driving instructor	curriculum objectives	knowledge
driving instructor	encourage students to acknowledge their achievements	skill
driving instructor	perform defensive driving	skill
operations manager	manage supplies	skill
operations manager	manage budgets	skill
operations manager	strive for company growth	skill
operations manager	manage staff	skill
operations manager	establish daily priorities	skill
operations manager	corporate social responsibility	knowledge
operations manager	ensure equipment availability	skill
operations manager	supervise daily information operations	skill
operations manager	manage logistics	skill
operations manager	plan health and safety procedures	skill
operations manager	ensure equipment maintenance	skill
operations manager	liaise with managers	skill
operations manager	follow company standards	skill
airport baggage handler	apply company policies	skill
airport baggage handler	follow ethical code of conduct in transport services	skill
airport baggage handler	operate forklift	skill
airport baggage handler	ensure public safety and security	skill
airport baggage handler	follow airport safety procedures	skill
airport baggage handler	transfer luggage	skill
airport baggage handler	maintain counterweight inside modes of transport	skill
airport baggage handler	set up ramps in airports	skill
airport baggage handler	meet deadlines	skill
airport baggage handler	identify airport safety hazards	skill
airport baggage handler	ensure efficient baggage handling	skill
airport baggage handler	monitor customer safety on apron	skill
airport baggage handler	lift heavy weights	skill
airport baggage handler	tolerate stress	skill
airport baggage handler	work in a logistics team	skill
court bailiff	restrain individuals	skill
court bailiff	maintain court order	skill
court bailiff	maintain logbooks	skill
court bailiff	ensure public safety and security	skill
court bailiff	ensure equipment availability	skill
court bailiff	assist judge	skill
court bailiff	handle conflicts	skill
court bailiff	identify security threats	skill
court bailiff	call witnesses	skill
court bailiff	court procedures	knowledge
court bailiff	escort defendants	skill
court clerk	send summons	skill
court clerk	compile legal documents	skill
court clerk	brief court officials	skill
court clerk	comply with legal regulations	skill
court clerk	legal case management	knowledge
court clerk	respond to enquiries	skill
court clerk	record court procedures	skill
court clerk	observe confidentiality	skill
court clerk	assist judge	skill
court clerk	legal research	knowledge
court clerk	court procedures	knowledge
court enforcement officer	send summons	skill
court enforcement officer	compile legal documents	skill
court enforcement officer	debt collection techniques	knowledge
court enforcement officer	ensure sentence execution	skill
court enforcement officer	collect damages	skill
court enforcement officer	select items for auction	skill
court enforcement officer	legal research	knowledge
court enforcement officer	civil law	knowledge
court enforcement officer	public auction procedures	knowledge
court enforcement officer	legal terminology	knowledge
court enforcement officer	repossess goods	skill
court enforcement officer	repossession	knowledge
court jury coordinator	compile legal documents	skill
court jury coordinator	protect client interests	skill
court jury coordinator	comply with legal regulations	skill
court jury coordinator	legal case management	knowledge
court jury coordinator	communicate with jury	skill
court jury coordinator	observe confidentiality	skill
court jury coordinator	apply knowledge of human behaviour	skill
court jury coordinator	advise on trial strategies	skill
court jury coordinator	court procedures	knowledge
court jury coordinator	provide legal advice	skill
debt collector	create solutions to problems	skill
debt collector	communicate with customers	skill
debt collector	maintain client debt records	skill
debt collector	debt collection techniques	knowledge
debt collector	keep task records	skill
debt collector	debt classification	knowledge
debt collector	debt classification	knowledge
debt collector	facilitate official agreement	skill
debt collector	assess customers	skill
debt collector	calculate debt costs	skill
debt collector	use communication techniques	skill
debt collector	pose questions referring to documents	skill
debt collector	handle conflicts	skill
debt collector	perform debt investigation	skill
debt collector	debt systems	knowledge
debt collector	enforce customer's debt repayment	skill
debt collector	have computer literacy	skill
debt collector	credit control processes	knowledge
debt collector	show diplomacy	skill
debt collector	secure sensitive customer's information	skill
usher	explain features in accommodation venue	skill
usher	communicate with customers	skill
usher	monitor guest access	skill
usher	greet guests	skill
usher	sell tickets	skill
usher	maintain customer service	skill
usher	provide directions to guests	skill
usher	check tickets at venue entry	skill
usher	distribute programmes at the venue	skill
baker	monitor flour unloading equipment	skill
baker	maintain cutting equipment	skill
baker	ensure sanitation	skill
baker	care for food aesthetic	skill
baker	monitor machine operations	skill
baker	store raw food materials	skill
baker	mark differences in colours	skill
baker	crafting	knowledge
baker	food safety principles	knowledge
baker	bakery ingredients	knowledge
baker	apply flame handling regulations	skill
